rcp_name,rcp_way,rcp_pat,weight,kcal,carbohydrate,protein,fat,natrium,tag,img,ingredients,MANUAL01,MANUAL_IMG01,MANUAL02,MANUAL_IMG02,MANUAL03,MANUAL_IMG03,MANUAL04,MANUAL_IMG04,MANUAL05,MANUAL_IMG05,MANUAL06,MANUAL_IMG06,RCP_NA_TIP
버섯구이와 두부타르타르 소스,굽기,반찬,,150,18,8,5,133,연두부,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00091_1.png,"버섯구이 : 새송이버섯 70g(7개), 올리브유 10g(2작은술) 곁들임 : 치커리 10g(3줄기) 두부타르타르 소스 : 연두부 30g(1/4모), 다진 양파 10g(2작은술), 다진 오이피클 10g(2작은술), 올리브유 2g(1/3작은술), 식초 5g(1작은술), 레몬즙 3g(2/3작은술), 머스터드 3g(2/3작은술), 꿀 2g(1/3작은술), 흰 후추 약간",1. 곱게 다진 양파와 오이피클은 물기를 짠다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_1.png,"2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_2.png,3. 새송이버섯은 0.5cm 두께로 썰고 프라이팬에 노릇하게 구워준 후 접시에 새송이버섯과 치커리를 담고 소스를 곁들인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_5.png,,,,,,,"새송이 버섯은 칼륨 함량이 높아 육류와 함께 섭취하면 혈중 콜레스테롤 수치를 낮추는데 효과가 있어요. 나트륨이 많은 간장이나 소금 대신 겨자, 레몬 등을 이용한 소스로 나트륨 함량을 줄여보세요."
구운채소와 간장레몬 소스,굽기,반찬,,175,19,4,9,38,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00093_1.png,"구운채소 : 가지 20g(3cm), 호박 50g(1/3개), 새송이버섯 15g(3개), 양파 15g(1/8개), 발사믹크레마 15g(1큰술), 빨강 파프리카 3g(3×1cm), 노랑 파프리카 3g(3×1cm), 청피망 3g(3×1cm), 올리브유 약간 간장 레몬 소스 : 저염간장 5g(1작은술), 식초 15g(1큰술), 설탕 10g(1큰술), 레몬즙 5g(1작은술)","1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_1.png,"2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_2.png,"3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 구운 후 접시에 담고 발사믹 크레타를 뿌리고 간장레몬 소스를 곁들인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_3.png,,,,,,,채소와 버섯류에는 대부분 나트륨 배출에 효과적인 칼륨이 함유되어 있어 채소를 많이 섭취하는 것이 저나트륨 식단의 기본이에요. 레몬즙은 음식의 짠맛을 감추고 간장과 함께 사용하면 간장의 감칠맛을 상승시키는 효 과도 있어요.
브로콜리 컬리플라워 샐러드와 두유 요거트 소스,기타,반찬,,210,30,9,6,79,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00094_1.png,"브로콜리컬리플라워 샐러드 : 브로콜리 40g(1/5송이), 컬리플라워 40g(1/3송이), 적양파 10g(2×1cm), 강낭콩 5g(1작은술), 건포도 5알, 호두 1/2알, 소금 약간 두유요거트 소스 : 두유 50g(3⅓큰술), 플레인요거트 20g(1⅓큰술), 레몬즙 5g(1작은술), 설탕 약간","1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_1.png,2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 삶아 건지고 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_4.png,"3. 접시에 데친 브로콜리와 컬리플라워, 삶은 강낭콩, 채썬 적양파, 다진 호두, 건포도를 담고 두유요거트 소스를 곁들여 낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_5.png,,,,,,,"브로콜리와 컬리플라워를 데치는 과정에서만 소금을 넣어 맛과 색은 살려주고 소금 사용은 줄였어요, 또한 마요네즈 대신 두유를 사용하면 맛은 고소해지고 나트륨 배설은 증가 시킬 수 있어요."
치커리샐러드와 올리브 마늘 소스,기타,반찬,,170,13,3,12,74,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00095_1.png,"치커리 샐러드 : 치커리 30g(10줄기), 적양배추 15g(5×3cm), 양파 10g(2×1cm), 당근 5g(3×1×1cm) 올리브마늘 드레싱 : 올리브유 10g(2작은술), 식초 5g(1작은술), 설탕 5g(1작은술), 마늘 5g(1쪽)","1. 올리브유, 식초, 설탕, 다진 마늘을 섞어 거품기로 충분히 저어주어 올리브마늘 드레싱을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_2.png,"2. 치커리는 싱싱하게 찬물에 담갔다가 물기를 뺀 후 한입 크기로 자르고, 적양배추, 양파, 당근은 곱게채를 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_3.png,"3. 접시에 준비한 치커리, 적양배추, 양파, 당근을 담고 올리브마늘 드레싱을 뿌린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_4.png,,,,,,,치커리를 육류와 함께 섭취하면 치커리의 산뜻한 맛으로 입맛을 돋우고 섬유소의 섭취를 늘릴 수 있으며 동맥경화를 예방하는데 도움이 된답니다. 치커리에는 칼륨이 많아 육류나 고나트륨 식사시 함께 섭취하면 체내나트륨 배출에 효과적이에요.
유자향의 곤약 냉채,기타,반찬,,70,15,0,1,15,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00096_1.png,"곤약냉채 : 실곤약 50g, 오이 30g(3cm), 사과 20g(1/8개), 당근 15g(1/10개), 빨강 파프리카 10g(5ⅹ3cm) 유자 드레싱 : 유자청 25g(1⅔큰술), 레몬즙 10g(2작은술), 카놀라유 3g(2/3작은술), 흰후추 약간","1. 유자청, 레몬즙, 카놀라유, 흰 후추를 넣어 유자 드레싱을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_1.png,"2. 실곤약은 끓는 물에 데치고 찬물에 헹궈 물기를 빼준다. 오이, 사과, 당근, 빨강 파프리카는 4cm 길이로 가늘게 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_3.png,"3. 실곤약, 오이, 사과, 당근, 빨강 파프리카에 유자 드레싱을 섞어 버무린다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_4.png,,,,,,,"유자는 레몬의 3배가 넘는 비타민 C를 함유하고 있어 기관지 천식, 기침, 피부미용, 스트레스 해소에 좋아요. 유자소스의 새콤달콤한 맛으로 소금간을 대신하여 나트륨 함량을 줄일 수 있어요."
오렌지와 당근 만남주스,기타,후식,250,60,14,1,0,76,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00108_1.png,"오렌지 당근펀치 당근 100g(1/2개), 오렌지 100g(1/2개)",1. 오렌지는 깨끗이 씻어 껍질을 벗긴다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_1.jpg,2. 당근은 깨끗이 씻어 작은 토막으로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_2.jpg,"3. 당근, 오렌지, 물(50ml)을 믹서에 곱게 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_3.jpg,4. 믹서에 갈아낸 주스는 고운 체로 거른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_4.jpg,5. 주스를 살얼음이 생길 만큼 시원하게 냉동한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_5.jpg,6. 컵에 담아 마무리한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_6.jpg,"시판되는 대부분의 주스는 가공되고 농축되는 과정에서 나트륨이 첨가되는 경우가 있어 과일, 채소를 직접 갈아 마시면 나트륨 섭취를 줄일 수 있어요."
칠곡석류국수,끓이기,일품,,73.4,12.7,2.1,1.6,12.5,저염소금,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00111_1.png,"주재료 : 소면 160g, 저염소금 4g(1작은술), 식초 8g(1/2작은술) 소스 : 석류 200g(1/2개) 장식 : 잣 4g(1작은술), 아몬드 4g(1작은술), 해바라기씨 4g(1작은술), 호두 4g(1작은술), 호박씨 4g(1작은술), 오이 20g(1/4개)","1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_1.png,2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를 뺀다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_2.png,"3. 석류는 물 600g와 함께 믹서에 갈고 체에 걸러 즙을 낸다. 그릇에 면을 담고 차갑게 식힌 석류즙을 붓고 견과류, 채 썬 오이를 고명으로 올린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_3.png,,,,,,,"견과류에는 불포화 지방산이 풍부하게 함유되어 있어, 고지혈증 등 혈류개선에 효과가 있어 성인병 예방에 좋다. 짠맛을 대신하여 석류의 새콤달콤한 맛을 활용하고, 볶은 견과류로 고소한 맛과 풍미를 더하였다."
블랙빈 곤약국수,끓이기,일품,,54.3,4.9,3.4,2.4,18.5,실곤약,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00113_1.png,"주재료 실곤약 440g, 검은콩 70g, 볶은 흑임자 6g(1작은술), 호두 6g(1알) 장식 오이 20g(1/8개), 토마토 50g(1/2개), 달걀 50g(1개)","1. 검은콩을 1시간 찬물에 담가 불린 후 삶아 익힌 후 불순물을 제거하고 흑임자, 생수, 삶은 콩, 호두를 믹서에 갈아 살엄음이 생기도록 냉동실에 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_1.png,"2. 오이는 돌려 깎아 채 썰고, 토마토는 1/8크기로 썰고, 달걀은 삶아 반으로 자른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_4.png,"3. 실곤약은 끓는 물에 데치고 찬물에 헹궈 그릇에 담은 후 콩물을 담고 오이, 토마토, 달걀을 고명으로 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_6.png,,,,,,,"검은콩은 안토시아닌 색소를 많이 함유하고 있어 시력회복과 항암작용에 좋다. 나트륨 함량이 높은 소면을 대신하여 실곤약으로 면을 대체함으로써 나트륨과 칼로리의 섭취량을 줄이고, 콩국물에 흑임자와 호두를 넣어 짠맛 대신 고소한 맛과 향을 강조한다."
닭가슴살 브로콜리 만두,찌기,일품,,123.2,19,8.4,1.5,167.9,닭가슴살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00114_1.png,"주재료 만두피 4g(2장), 브로콜리 100g(1/4개), 숙주 100g, 표고버섯 20g(2개), 닭 가슴살 100g, 참기름 2g(1/2작은술), 저염간장 4g(1작은술), 소금 0.5g, 후춧가루 0.1g","1. 브로콜리, 숙주, 표고버섯, 닭 가슴살은 다지고 다진 닭 가슴살은 소금과 후추로 밑간 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_1.png,"2. 다진 채소와 닭가슴살, 참기름, 저염간장을 섞어 만두소를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_3.png,3. 준비한 만두피에 만두소를 넣은 후 만두 모양으로 빚고 만두를 찜통에 넣어 찌고 그릇에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_4.png,,,,,,,칼륨 함량이 높은 브로콜리를 사용하여 나트륨 배출을 돕는다. 만두소는 저염간장으로 양념하고 별도로 초간장을 곁들이지 않아 나트륨섭취를 줄인다.
시금치 리조또,끓이기,밥,,121.3,19.6,2.9,3.5,197.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00121_1.png,"밥 180g(1컵), 시금치 50g(1/2개), 마 10g(5cm), 두유 150g(3/4컵), 소금 1g, 버터 8g(1½작은술), 후춧가루 1g","1. 시금치는 뚜껑을 열고 데친 후, 물기를 뺀다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00121_1.png,"2. 마, 시금치, 두유를 함께 갈아 체에 거른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00121_2.png,"3. 가열된 팬에 버터를 두르고 약불에서 2와 밥을 넣어 밥의 색을 입히고 소금, 후추가루로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00121_3.png,,,,,,,"시금치에 풍부하게 함유된 식물성 섬유질은 장의 운동을 활발하게 하는 역할을 해 변비에 효과적이다. 무염버터를 사용하면 버터에 비하여 나트륨 함량을 줄일 수 있으며, 칼륨 함량이 높은 마와 시금치를 활용하여 나트륨 배출에 도움을 준다."
북어비빔밥,끓이기,밥,,157.4,14.7,7.2,7.8,46.9,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00124_1.png,"주재료 밥 210g(1컵), 북어 15g, 당근 15g(5cm), 애호박 15g(5cm), 달걀 100g(2개), 고사리 15g, 표고버섯 15g(2개), 우렁 25g(2큰술), 들기름 5g(1작은술) 장식 베이비채소 5g, 식용꽃 5g","1. 당근과 표고버섯, 고사리는 5cm로 채 썰고, 애호박도 돌려 깎아 5cm로 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00124_1.png,2. 우렁은 3등분으로 자른 후 1의 재료와 함께 들기름에 볶고 달걀은 황백으로 나누어 지단을 부쳐 채 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00124_2.png,"3. 북어는 갈아 북어보푸라기를 만든다. 그릇에 밥을 담고 준비된 재료를 담고 베이비채소, 식용꽃, 북어보푸라기를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00124_4.png,,,,,,,"북어 고유의 짠 맛을 활용하여 소금을 사용하지 않고 맛을 내 나트륨의 섭취를 줄였으며, 재료 고유의 향이 강한 표고버섯과 고사리, 들기름 등을 사용한다."
무 현미밥,끓이기,밥,,180.1,30.1,3.1,5.1,45.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00125_1.png,"주재료 : 현미 140g(2/3컵), 찹쌀 140g(2/3컵), 무 35g(1/20개), 표고버섯 30g(2개) 근대 10g, 올리브오일 15g(1큰술), 참기름 15g(1큰술) 육수 :뒤포리(밴댕이) 50g(5개), 다시마 15g(5cm), 간장 15g(1큰술)","1. 현미와 찹쌀은 씻어서 물에 불리고 물에 뒤포리와 다시마, 간장 1큰술을 넣어 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00125_1.png,"2. 무, 표고버섯, 근대는 채 썰고 팬에 올리브 오일을 두른 후 채 썬 무와 표고버섯을 볶다가 참기름을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00125_3.png,3. 불린 현미와 찹쌀에 육수를 넣고 볶은 무와 표고버섯을 올려 밥을 짓고 채 썬 근대를 올려 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00125_5.png,,,,,,,"무에 함유된 섬유소는 체내 노폐물을 제거하는 역할을 한다. 표고버섯과 무, 참기름을 넣어 다양한 향과 맛을 부여한다."
컵밥,볶기,밥,,218.2,21.8,7.1,11.4,117.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00127_1.png,"쌀밥 420g(2컵), 김 4g(1장), 배추김치 30g, 달걀 200g(4개), 베이컨 30g(3장), 소시지 30g(1개), 시금치 70g, 고춧가루 20g(1큰술), 참기름 6g(1작은술), 마늘 6g(1작은술)","1. 베이컨과, 소시지를 다진 후 끓는 물에 데쳐 팬에 볶고 다진 김치는 물에 행군 후 고추가루를 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00127_1.png,2. 시금치는 데친 후 다져 참기름과 다진 마늘을 넣어 무치고 달걀은 부쳐서 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00127_4.png,3. 김은 참기름을 발라 구워 길게 자르고 밥과 준비된 재료를 층층히 쌓아 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00127_6.png,,,,,,,"베이컨과 소시지는 데치고, 김치는 물에 헹구어 염분을 제거하고 칼륨이 많은 시금치를 사용하여 나트륨 배출을 돕는다."
함초 냉이 국수,끓이기,일품,,35.8,7.1,1.8,0,34.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00131_1.png,"주재료 : 소면 50g 육수 : 함초 3g(1/2작은술), 노루궁뎅이버섯 25g(1/2개), 다시마 17g(15cm), 파 140g(1/2개), 양파 150g(1/2개), 무 250g(1/3개), 모시조개 150g(3/4컵), 냉이 35g, 간장 30g(2큰술) 장식 : 달걀 50g(1개), 청고추 20g(1개), 실고추 2g","1. 함초, 노루궁뎅이버섯, 다시마, 파, 양파, 무를 물에 넣어 10분 끓이고 향이 강한 모시조개와 냉이를 넣고 30분  끓인 후 간장으로 색을 낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_1.png,2. 소면은 따로 삶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_4.png,"3. 그릇에 삶은 소면을 담은 후 육수를 붓고 지단, 슬라이스한 청고추, 실고추를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_5.png,,,,,,,"냉이에 함유된 비타민A와 비타민C는 소화작용을 용이하게 한다. 소금을 대체하여 함초를 사용하고, 멸치와 모시조개, 다시마 등을 사용하여 감칠맛을 더한다."
된장 두부찌개,끓이기,국&찌개,,77.3,2.4,7.5,4.2,124.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00137_1.png,"두부 320g(1모), 쌀뜨물 300g(1½컵), 돼지고기 100g, 김치 140g, 된장 20g(1½큰술), 청양고추 10g(1/2개), 홍고추 5g(1/4개), 대파 10g(2cm), 고춧가루 5g(1작은술)",1. 두부에 쌀뜨물을 넣고 갈아준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_1.png,2. 돼지고기는 썰고 김치는 물에 씻어 양념을 제거하고 3×3cm로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_2.png,"3. 냄비에 돼지고기와 김치를 함께 볶은 후, 망에 거른 된장과 1의 두부, 고춧가루, 청양고추, 홍고추를 넣어 끓이다가 대파를 넣어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_3.png,,,,,,,김치는 물에 헹구어 염분을 제거하고 고추를 넣어 매운 맛과 향을 더한다. 두부는 콩 단백질이 풍부한 식품으로 두뇌발달에 좋다.
부대된장찌개,끓이기,국&찌개,,72.6,4.2,5.3,3.9,191.9,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00138_1.png,"다시마 1g, 두부 10g, 떡국 떡 10g, 스팸(마일드) 10g, 다진 마늘 5g, 무 20g, 김치 15g, 소시지 10g(1/2개), 우민찌 5g(1작은술), 양파 5g, 저염된장 15g(1큰술), 베이컨 5g, 대파 5g, 청양고추 5g, 홍고추 1g","1. 김치, 베이컨, 스팸, 소시지, 양파, 두부, 무는 두께 0.5cm로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_1.png,2. 다시마와 물을 끓여 다시마물을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_2.png,"3. 냄비에 소시지, 베이컨, 두부, 스팸, 무, 우민찌, 김치, 다시마물 300g을 넣어 끓인 후 저염된장, 양파, 대파, 다진 마늘, 떡국 떡을 넣고 재료가 다 익으면 홍고추와 청양고추를 넣어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_3.png,,,,,,,저염된장과 저염햄을 사용하고 김치는 물에 헹구어 염도를 낮추어 준다.
매생이순두부탕,끓이기,국&찌개,,10.4,1.1,1.1,0.2,131.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00140_1.png,"주재료 : 풋고추 5g(1/3개), 순두부 80g(1/3모), 매생이 120g, 홍합 120g 육수 : 다시마 20g(10cm), 멸치 60g(10개), 보리된장 15g(1큰술)",1. 매생이는 씻어 체에 거른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_1.png,"2. 물 250g에 다시마, 멸치, 보리된장을 넣어 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_2.png,"3. 육수가 끓으면 매생이, 홍합, 순두부를 넣어 끓인 후 고추를 고명으로 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_3.png,,,,,,,"재료 본연의 맛과 향을 풍부하게 가지고 있는 매생이와 홍합을 사용하여 소금 간을 하지 않고 재료 자체의 향과 감칠맛을 더한다. 매생이는 철분 함량은 빈혈을 예방해주고, 비타민과 무기질이 풍부하여 피부미용과 다이어트에 효과 적이다."
